IPO_CPT_code
58520
58540
58548
58605
58611
58700
58720
58740
58750
58752
58760
58822
58825
58940
58575
58943
58950
58951
58952
58953
58954
58956
58957
58958
58960
59120
59121
59130
59135
59136
59140
59325
59350
59514
59525
59620
59830
59850
59851
59852
59855
59856
59857
65273
21141
21142
21143
21145
21146
21147
21151
21154
21155
21159
21160
21179
21180
21182
21183
21184
21188
21194
21196
21255
21268
21045
21247
21343
21344
21347
21348
21366
21422
21423
21431
21432
21433
21435
21436
41130
41135
41140
41145
41150
41153
41155
20802
20805
20808
20816
20824
20827
23200
23210
23220
23335
23472
23474
23900
23920
24900
24920
24930
24931
24940
25900
25905
25915
25920
25924
25927
26551
26553
26554
26556
20956
20962
20969
20970
26992
27005
27025
27030
27036
27054
27070
27071
27075
27076
27077
27078
27090
27091
27120
27122
27125
27130
27132
27134
27137
27138
27140
27146
27147
27151
27156
27158
27161
27165
27170
27175
27176
27177
27178
27181
27185
27187
27222
27226
27227
27228
27232
27236
27240
27244
27245
27248
27253
27254
27258
27259
27268
27269
27280
27282
27284
27286
27290
27295
27303
27365
27445
27448
27450
27454
27455
27457
27465
27466
27468
27470
27472
27486
27487
27488
27495
27506
27507
27511
27513
27514
27519
27535
27536
27540
27556
27557
27558
27580
27590
27591
27592
27596
27598
20838
20955
20962
20969
27645
27646
27702
27703
27712
27715
27724
27725
27727
27880
27881
27882
27886
27888
20838
20957
20962
20969
28800
20955
20956
20957
20962
15756
15757
15758
20969
20970
19271
19272
19305
19306
19361
19364
19367
19368
19369
11004
11005
11006
11008
16036
64755
64760
64809
64818
64866
64868
22220
22226
22318
22319
22548
0375T
22861
0098T
22864
0095T
63081
63082
22010
22110
22210
22216
22326
22328
22590
22595
22600
63050
63051
22206
22208
22010
22212
22216
22222
22226
22327
22328
22532
22534
22556
22610
63077
63078
0196T
22207
22208
22015
22214
22216
22224
22226
22325
22328
22533
22534
22558
22630
22632
22633
22634
22857
0163T
22862
0165T
22865
0164T
0202T
63087
63103
22015
0195T
22586
22848
G0412
G0414
G0415
22841
22843
22844
22846
22847
22849
22850
22852
22855
63170
63172
63173
63181
63180
63182
63185
63190
63191
63194
63195
63196
63197
63198
63199
63200
63250
63251
63252
63265
63266
63267
63268
63270
63271
63272
63273
63275
63276
63277
63278
63280
63281
63282
63283
63284
63285
63286
63287
63290
63301
63302
63303
63304
63305
63306
63307
63300
63308
63700
63701
63702
63703
63704
63705
63706
0219T
0220T
22800
22801
22802
22803
22804
22808
22809
22810
22811
22812
22818
22819
22830
63295
63707
63709
63710
63740
19271
19272
21510
21615
21616
21620
21627
21630
21632
21740
21825
32800
32810
32815
32820
32900
31725
31760
31766
31770
31775
31780
31781
31786
31800
31805
32096
32097
32098
32100
32110
32120
32124
32140
32141
32150
32151
32200
32215
32220
32225
32310
32320
32440
32491
32501
32503
32504
32505
32506
32507
32540
32940
38746
32035
32036
32650
32651
32652
32653
32654
32655
32656
32658
32659
32661
32662
32663
32664
32665
32666
32667
32668
32669
32670
32671
32672
32673
32674
33015
33020
33025
33030
33031
33050
0075T
0076T
33750
33768
33800
33860
33861
33862
33863
33864
33870
33875
33877
33880
33881
33882
33883
33884
33885
33886
33887
33888
33889
33890
33891
33910
33911
33912
33913
33914
33915
33916
33922
33924
33925
33926
34051
35021
35022
35182
35189
35211
35216
35241
35246
35271
35276
35311
35820
35905
39000
39010
39200
39220
39499
39501
39503
39540
39541
39545
39560
39561
39599
60521
60522
43045
43100
43101
43135
43279
43282
43283
43286
43287
43288
43300
43311
43312
43313
43314
43320
43325
43326
43327
43328
43330
43331
43332
43333
43334
43335
43336
43337
43338
43340
43341
43351
43352
43360
43361
43400
43401
43405
43425
43496
43520
43640
43641
43832
32997
50300
50320
50323
50325
50327
50328
50329
50340
50360
50365
50370
50380
48552
48554
48556
G0341
G0342
G0343
47133
47135
47140
47141
47142
47143
47144
47145
47146
47147
44132
44133
44135
44136
44137
44715
44720
44721
33930
33933
33935
33940
33944
33945
0494T
0495T
0496T
32850
32851
32852
32853
32854
32855
32856
1990
50065
50070
50075
50130
50610
50620
50630
50545
50546
50547
50548
55866
50010
50040
50045
50100
50120
50125
50135
50205
50250
50280
50290
50370
50400
50405
50500
50520
50525
50526
50540
50600
50605
50650
50660
50700
50715
50722
50725
50728
50740
50750
50760
50770
50780
50782
50783
50785
50800
50810
50815
50820
50825
50830
50840
50845
50860
50900
50920
50930
50940
51525
51530
51550
51565
51570
51596
51597
51800
51820
51840
51841
51865
51900
51920
51925
51940
51960
51980
52330
53415
53448
37788
54125
54130
54135
54390
54430
54438
55605
55650
55801
55815
55821
55831
55845
55862
55865
0075T
0076T
34001
35001
35002
35005
35301
35390
35701
35800
35901
37215
37218
0075T
0076T
33750
33768
33770
33920
33800
33860
33864
33870
33875
33877
33880
33891
33910
33915
33916
33922
33924
33925
33926
34051
35021
35022
35182
35189
35211
35216
35241
35246
35271
35276
35311
35820
35905
0254T
34151
34401
34451
34502
34701
34702
34703
34704
34705
34706
34707
34708
34709
34710
34711
34712
34808
34812
34813
34820
34830
34832
34833
34834
35082
35132
35182
35189
35221
35251
35281
35331
35341
35351
35361
35363
0235T
35840
35870
35907
37140
37145
37160
37180
37181
37182
35013
34451
35141
35142
35151
35152
35302
35303
35304
35305
35306
35355
35371
35372
35721
35741
35501
35571
35583
35587
35600
35601
35671
35681
35683
35691
35695
35697
35700
36660
36823
37616
37617
37618
37660
35400
37788
