IPO_CPT_code
43644
43645
43775
43843
43845
43846
43847
43848
43771
33140
33141
33510
33511
33512
33513
33514
33515
33516
33517
33518
33519
33520
33521
33522
33523
33530
33533
33534
33535
33536
33572
0343T
0344T
0345T
0483T
0484T
33361
33362
33363
33364
33365
33366
33367
33368
33369
33390
33391
33405
33406
33410
33411
33412
33413
33420
33422
33425
33426
33427
33430
33460
33463
33464
33465
33468
33470
33471
33474
33475
33477
33496
33600
33602
33641
33647
33660
33665
33670
33675
33676
33677
33681
33684
33688
33732
33735
33736
33737
92992
92993
93583
33320
33321
33322
33330
33335
33404
33417
33606
33620
33621
33622
33690
33724
33726
33730
33750
33755
33762
33764
33766
33767
33768
33770
33771
33774
33775
33776
33777
33778
33779
33780
33781
33786
33788
33800
33802
33803
33813
33814
33820
33822
33824
33840
33845
33851
33852
33853
33860
33863
33864
33870
33875
33877
33202
33203
33236
33237
33238
33243
33250
33251
33254
33255
33256
33257
33258
33259
33261
33265
33266
33015
33020
33025
33030
33031
33050
21620
21627
21630
21632
21740
21750
21825
0451T
0452T
0455T
0456T
0459T
0461T
33927
33928
33929
33946
33947
33948
33949
33967
33968
33970
33971
33973
33974
33975
33976
33977
33978
33979
33980
33981
33982
33983
33987
33988
33989
33990
33991
33992
33993
92970
92971
33930
33933
33935
33940
33944
33945
33120
33130
33300
33305
33310
33315
33414
33415
33416
33476
33478
33500
33501
33502
33503
33504
33505
33506
33507
33542
33545
33548
33608
33610
33611
33612
33615
33617
33619
33645
33692
33694
33697
33702
33710
33720
33722
33782
33783
32160
0345T
0483T
0484T
33340
33477
33361
33362
33363
33364
33365
33366
33367
33368
33369
33418
33419
33967
33968
37215
37218
92941
92975
93583
0266T
99184
21510
21705
38380
38724
31225
31230
31241
31290
31291
31360
31365
31367
31368
31370
31375
31380
31382
31390
31395
31725
31760
31766
31770
31775
31780
31781
31786
31800
31805
42426
42845
42894
42953
42961
42971
69155
69535
69554
69950
43045
43100
43101
43135
43279
43283
43300
43301
43302
43303
43304
43305
43306
43307
43308
43309
43310
43311
43312
43313
43314
43320
43325
43326
43327
43328
43330
43331
43332
43333
43334
43335
43336
43337
43338
43340
43341
43351
43352
43360
43361
43400
43401
43405
43425
43496
39501
39503
39540
39541
39545
39560
39561
39599
43500
43501
43502
43520
43605
43610
43611
43620
43621
43622
43631
43632
43633
43634
43635
43640
43641
43644
43645
43800
43810
43820
43825
43832
43840
43850
43855
43860
43865
43880
44005
44010
44020
44021
44025
44050
44055
44110
44111
44120
44121
44122
44123
44124
44125
44126
44127
44128
44130
44187
44202
44203
44310
44314
44602
44603
44615
44620
44625
44626
44640
44650
44660
44661
44680
44700
44800
44139
44188
44204
44205
44206
44207
44208
44210
44211
44212
44213
44227
44316
44320
44322
44345
44346
44604
44605
44615
44620
44625
44626
44640
44650
44660
44661
44680
44900
44960
45110
45111
45112
45113
45114
45116
45119
45120
45121
45123
45130
45135
45136
45395
45397
45400
45402
45540
45550
45562
45563
45800
45805
45820
45825
46705
46710
46712
46715
46716
46730
46735
46740
46742
46744
46746
46748
46751
43832
43881
43882
44015
44300
48000
48001
49412
49425
49428
47010
47015
47100
47120
47122
47125
47130
47300
47350
47351
47352
47353
47354
47355
47356
47357
47358
47359
47360
47361
47362
47380
47381
47400
47420
47425
47460
47480
47550
47570
47700
47701
47711
47712
47715
47720
47721
47740
47741
47760
47765
47780
47785
47800
47801
47802
47900
48000
48001
48020
48100
48105
48120
48140
48145
48146
48148
48150
48152
48153
48154
48155
48400
48500
48510
48520
48540
48545
48547
48548
G0341
G0342
G0343
38100
38101
38102
38115
44820
44850
44899
45126
49000
49002
49010
49020
49040
49060
49062
49203
49204
49205
49215
49220
49255
49605
49606
49610
49611
49900
49904
49905
49906
11004
11005
11006
11008
27025
11004
11005
11006
11008
16036
19305
19306
60254
60270
60505
60521
60522
60540
60545
60600
60605
60650
38380
38381
38382
38562
38564
38724
38746
38747
38765
38770
38780
62180
62190
62192
62200
62201
62220
62223
62256
62258
61210
61531
61533
61535
61760
61850
61860
61863
61864
61867
61868
61870
61550
61552
61556
61557
61558
61559
62005
62010
62100
62115
62117
62120
62121
62140
62141
62142
62143
62145
62146
62147
62148
61618
61619
61735
61750
61751
61760
61863
61864
61867
61868
61600
61601
61605
61606
61607
61608
61610
61611
61612
61613
61615
61616
61624
61630
61635
61645
61650
61651
61680
61682
61684
61686
61690
61692
61697
61698
61700
61702
61703
61705
61708
61710
61711
20661
20664
61105
61108
61120
61140
61150
61151
61154
61156
61210
61250
61253
61304
61305
61312
61313
61314
61315
61316
61320
61321
61322
61323
61332
61333
61340
61343
61345
61450
61458
61460
61480
61500
61501
61510
61512
61514
61516
61517
61518
61519
61520
61521
61522
61524
61526
61530
61531
61533
61534
61535
61536
61537
61538
61539
61540
61541
61543
61544
61545
61546
61548
61563
61564
61566
61567
61570
61571
61575
61576
61580
61581
61582
61583
61584
61585
61586
61590
61591
61592
61595
61596
61597
61598
61600
61601
61605
61606
61607
61608
61615
61616
62161
62162
62163
62164
62165
11004
11005
11006
56630
56631
56632
56633
56634
56637
56640
57110
57111
57112
57270
57280
57296
57305
57307
57308
57311
57531
57540
57545
58140
58146
58150
58152
58180
58200
58210
58240
58267
58275
58280
58285
58293
58400
58410
