NDC,ICD,RXCUI
68016025420,I25.89,
68016068936,I25.89,
50090294000,I25.89,
50090283200,I25.89,
50090161704,I25.89,
21130015712,I25.89,
21130021807,I25.89,
63187029772,I25.89,
63629282501,I25.89,
53808102801,I25.89,
52204011199,I25.89,
63739052201,I25.89,
21695066600,I25.89,
69168031806,I25.89,
54868119800,I25.89,
69168028801,I25.89,
69168031201,I25.89,
69168033140,I25.89,
363041407,I25.89,
55154675500,I25.89,
54868240503,I25.89,
76237011330,I25.89,
603002436,I25.89,
67046016230,I25.89,
49638000102,I25.89,
55154149300,I25.89,
603016821,I25.89,
52204010399,I25.89,
54868486400,I25.89,
54868244000,I25.89,
49349016302,I25.89,
50090238900,I25.89,
61919042071,I25.89,
70518003000,I25.89,
33992015707,I25.89,
363069112,I25.89,
69618001601,I25.89,
68071318901,I25.89,
68071408101,I25.89,
69618001501,I25.89,
51532023202,I25.89,
69103250105,I25.89,
37808060032,I25.89,
41250060014,I25.89,
63868037305,I25.89,
41250078008,I25.89,
69618001436,I25.89,
37808024601,I25.89,
69618001702,I25.89,
41250014601,I25.89,
36800088008,I25.89,
115171113,I25.89,
93304006,I25.89,
54057521,I25.89,
49884000702,I25.89,
60687030532,I25.89,
42291011660,I25.89,
67091012236,I25.89,
615350831,I25.89,
68071414802,I25.89,
67544052460,I25.89,
21695068400,I25.89,
50436012701,I25.89,
21130050308,I25.89,
21130010412,I25.89,
67046016630,I25.89,
67046016530,I25.89,
63941015712,I25.89,
904200940,I25.89,
54569000504,I25.89,
67091012436,I25.89,
70882012230,I25.89,
68210001506,I25.89,
68210002003,I25.89,
498200103,I25.89,
113077390,I25.89,
280202010,I25.89,
67751017201,I25.89,
280211010,I25.89,
280208018,I25.89,
280209036,I25.89,
280200010,I25.89,
47682045647,I25.89,
70264001301,I25.89,
70262030250,I25.89,
68391041690,I25.89,
70000014701,I25.89,
59779018330,I25.89,
52959037000,I25.89,
143178501,I25.89,
55289004015,I25.89,
54569033904,I25.89,
66336061930,I25.89,
21695035460,I25.89,
63629295101,I25.89,
49999011560,I25.89,
68084093432,I25.89,
33261092230,I25.89,
591321901,I25.89,
55700012960,I25.89,
527155201,I25.89,
50090158000,I25.89,
16590091130,I25.89,
54569655400,I25.89,
21695013960,I25.89,
54569837200,I25.89,
63629295201,I25.89,
591354601,I25.89,
527131201,I25.89,
54868103701,I25.89,
54569033702,I25.89,
68308031210,I25.89,
41520046768,I25.89,
41520025968,I25.89,
51824005501,I25.89,
51824005736,I25.89,
51824004924,I25.89,
51824005950,I25.89,
41520027468,I25.89,
23155014501,I25.89,
185072401,I25.89,
52682002301,I25.89,
64980017501,I25.89,
21695057030,I25.89,
52682002401,I25.89,
185074901,I25.89,
64980017601,I25.89,
68163008191,I25.89,
63868024036,I25.89,
71141000568,I25.89,
63868002936,I25.89,
52124001201,I25.89,
49738078408,I25.89,
55319021807,I25.89,
41163039707,I25.89,
55154675200,I25.89,
21130044701,I25.89,
55315028204,I25.89,
67510050804,I25.89,
11673056314,I25.89,
51596000601,I25.89,
61245011613,I25.89,
61245014513,I25.89,
61245014613,I25.89,
61245017513,I25.89,
61245017613,I25.89,
71476010450,I25.89,
71476010350,I25.89,
71476010231,I25.89,
71476010131,I25.89,
68752002294,I25.89,
50844022712,I25.89,
64092014150,I25.89,
63868089810,I25.89,
68084084825,I25.89,
50804037012,I25.89,
70000023701,I25.89,
603016921,I25.89,
63941037012,I25.89,
59726037005,I25.89,
536331301,I25.89,
49348093714,I25.89,
21130008105,I25.89,
71335015701,I25.89,
63739052301,I25.89,
50090000301,I25.89,
15127022757,I25.89,
49483033100,I25.89,
50090295700,I25.89,
53808103401,I25.89,
54569001401,I25.89,
42254014100,I25.89,
70253060014,I25.89,
49349038602,I25.89,
11822089901,I25.89,
41163041678,I25.89,
49035041678,I25.89,
49035027408,I25.89,
69517011560,I25.89,
21130051912,I25.89,
15127073006,I25.89,
59779038912,I25.89,
24385002868,I25.89,
24385036468,I25.89,
24385027868,I25.89,
24385041678,I25.89,
46122029278,I25.89,
113041678,I25.89,
113025968,I25.89,
113027468,I25.89,
113046708,I25.89,
47682001033,I25.89,
47682000933,I25.89,
67751000901,I25.89,
62011002101,I25.89,
62011002801,I25.89,
62011002001,I25.89,
62011021201,I25.89,
62011004001,I25.89,
62107002636,I25.89,
62107002726,I25.89,
70518092300,I25.89,
55316041678,I25.89,
404071213,I25.89,
21130045008,I25.89,
70000017001,I25.89,
37205070868,I25.89,
37205046768,I25.89,
49781009436,I25.89,
49781008499,I25.89,
61786080702,I25.89,
66715684006,I25.89,
16103036605,I25.89,
50090090900,I25.89,
49035056313,I25.89,
70000020202,I25.89,
37808062703,I25.89,
68788967101,I25.89,
64092015036,I25.89,
363039707,I25.89,
49738078618,I25.89,
49483038110,I25.89,
63629632601,I25.89,
63629635601,I25.89,
70000020301,I25.89,
603002622,I25.89,
41163056306,I25.89,
49483032801,I25.89,
49349086802,I25.89,
70253039707,I25.89,
55319022703,I25.89,
69517013630,I25.89,
57896091136,I25.89,
69103252205,I25.89,
47682009933,I25.89,
47682090333,I25.89,
47682011433,I25.89,
47682090433,I25.89,
47682012733,I25.89,
47682009813,I25.89,
47682011313,I25.89,
47682080313,I25.89,
47682012613,I25.89,
47682080413,I25.89,
47682009713,I25.89,
536330501,I25.89,
76237011230,I25.89,
55670046813,I25.89,
55670013013,I25.89,
55670046713,I25.89,
55670012213,I25.89,
55315006050,I25.89,
68391021305,I25.89,
68016072850,I25.89,
63868009050,I25.89,
55315036010,I25.89,
63941036050,I25.89,
68016018850,I25.89,
63868015824,I25.89,
67060021067,I25.89,
52124001001,I25.89,
63868018624,I25.89,
43459015306,I25.89,
43459015206,I25.89,
71105021068,I25.89,
51824026750,I25.89,
68016026450,I25.89,
55315022950,I25.89,
498011301,I25.89,
21695072630,I25.89,
591355101,I25.89,
68308084501,I25.89,
54868209400,I25.89,
11822015702,I25.89,
11822218009,I25.89,
11822645104,I25.89,
16103035708,I25.89,
50090000401,I25.89,
16103036508,I25.89,
50090000204,I25.89,
924010401,I25.89,
924012801,I25.89,
51645071601,I25.89,
60683010613,I25.89,
60683012413,I25.89,
60683012913,I25.89,
60683012113,I25.89,
363016412,I25.89,
63187053000,I25.89,
71335056801,I25.89,
33261015302,I25.89,
52959001800,I25.89,
67544046830,I25.89,
55700033830,I25.89,
24236073457,I25.89,
71335051301,I25.89,
68788067801,I25.89,
66267002630,I25.89,
69189092101,I25.89,
363018330,I25.89,
55910027423,I25.89,
536100862,I25.89,
63941044101,I25.89,
55319060017,I25.89,
41190041678,I25.89,
41190046768,I25.89,
41190000171,I25.89,
41190022778,I25.89,
41190052078,I25.89,
41190048471,I25.89,
49738027468,I25.89,
49738046768,I25.89,
49738031768,I25.89,
49738002368,I25.89,
62309077701,I25.89,
62309077901,I25.89,
76000017936,I25.89,
69536028110,I25.89,
69536018112,I25.89,
49348019107,I25.89,
49348000110,I25.89,
76413033036,I25.89,
49348075707,I25.89,
36800046768,I25.89,
36800025968,I25.89,
36800027468,I25.89,
36800098330,I25.89,
69189201501,I25.89,
904201559,I25.89,
59779024916,I25.89,
11673041687,I25.89,
11673046708,I25.89,
11673070208,I25.89,
68210015001,I25.89,
35418023268,I25.89,
35418021069,I25.89,
